"Core Project Number","Affilation","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","PUB Year","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","iCite RCR"
"T32GM144293","Department of Otorhinolaryngology - Head & Neck Surgery, University of Maryland School of Medicine, Baltimore, United States.","Giese, Arnaud P J; Weng, Wei-Hsiang; Kindt, Katie S; Chang, Hui Ho Vanessa; Montgomery, Jonathan S; Ratzan, Evan M; Beirl, Alisha J; Aponte Rivera, Roberto; Lotthammer, Jeffrey M; Walujkar, Sanket; Foster, Mark P; Zobeiri, Omid A; Holt, Jeffrey R; Riazuddin, Saima; Cullen, Kathleen E; Sotomayor, Marcos; Ahmed, Zubair M","England","2050-084X","","<a href='https://pubmed.ncbi.nlm.nih.gov/39773557' target='_blank' rel='noopener'>eLife</a>","Elife","12","eng","","11709434","39773557","2025 Jan 08","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11709434' target='_blank' rel='noopener'>Complexes of vertebrate TMC1/2 and CIB2/3 proteins form hair-cell mechanotransduction cation channels.</a>","2025","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39773557&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank' rel='noopener'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11709434/' target='_blank' rel='noopener'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39773557' target='_blank' rel='noopener'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11709434/' target='_blank' rel='noopener'>Cited By, Google</a>"
"T32GM144293","Ohio State Biochemistry Program, Ohio State University, 191 W. Woodruff Ave. Columbus, OH, 43210, USA.","Chesnutt, Kristin V; Yayli, Gizem; Toelzer, Christine; Damilot, Mylène; Cox, Khan; Gautam, Gunjan; Berger, Imre; Tora, László; Poirier, Michael G","England","1362-4962","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39656677' target='_blank' rel='noopener'>Nucleic acids research</a>","Nucleic Acids Res","53","eng","","11724297","39656677","2025 Jan 07","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11724297' target='_blank' rel='noopener'>ATAC and SAGA histone acetyltransferase modules facilitate transcription factor binding to nucleosomes independent of their acetylation activity.</a>","2025","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39656677&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank' rel='noopener'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11724297/' target='_blank' rel='noopener'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39656677' target='_blank' rel='noopener'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11724297/' target='_blank' rel='noopener'>Cited By, Google</a>"
"T32GM144293","Department of Otorhinolaryngology - Head & Neck Surgery, University of Maryland School of Medicine, Baltimore, MD, USA.","Giese, Arnaud P J; Weng, Wei-Hsiang; Kindt, Katie S; Chang, Hui Ho Vanessa; Montgomery, Jonathan S; Ratzan, Evan M; Beirl, Alisha J; Rivera, Roberto Aponte; Lotthammer, Jeffrey M; Walujkar, Sanket; Foster, Mark P; Zobeiri, Omid A; Holt, Jeffrey R; Riazuddin, Saima; Cullen, Kathleen E; Sotomayor, Marcos; Ahmed, Zubair M","United States","2692-8205","","<a href='https://pubmed.ncbi.nlm.nih.gov/37398045' target='_blank' rel='noopener'>bioRxiv : the preprint server for biology</a>","bioRxiv","","eng","","10312449","37398045","2024 Jul 05","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10312449' target='_blank' rel='noopener'>Complexes of vertebrate TMC1/2 and CIB2/3 proteins form hair-cell mechanotransduction cation channels.</a>","2024","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37398045&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank' rel='noopener'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10312449/' target='_blank' rel='noopener'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37398045' target='_blank' rel='noopener'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10312449/' target='_blank' rel='noopener'>Cited By, Google</a>"
"T32GM144293","Center for Membrane and Cell Physiology, Department of Molecular Physiology and Biological Physics, University of Virginia, Charlottesville, VA 22903, USA.","Ebrahim, Seham; Ballesteros, Angela; Zheng, W Sharon; Mukherjee, Shounak; Hu, Gaizun; Weng, Wei-Hsiang; Montgomery, Jonathan S; Agyemang, Yaw; Cui, Runjia; Sun, Willy; Krystofiak, Evan; Foster, Mark P; Sotomayor, Marcos; Kachar, Bechara","United States","2692-8205","","<a href='https://pubmed.ncbi.nlm.nih.gov/39229161' target='_blank' rel='noopener'>bioRxiv : the preprint server for biology</a>","bioRxiv","","eng","","11370596","39229161","2024 Aug 23","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11370596' target='_blank' rel='noopener'>Transmembrane channel-like 4 and 5 proteins at microvillar tips are potential ion channels and lipid scramblases.</a>","2024","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39229161&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank' rel='noopener'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11370596/' target='_blank' rel='noopener'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39229161' target='_blank' rel='noopener'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11370596/' target='_blank' rel='noopener'>Cited By, Google</a>"
"T32GM144293","Department of Chemistry and Biochemistry, The Ohio State University, Columbus, Ohio.3.","Montgomery, Jonathan S; Judson, Megan E; Foster, Mark P","United States","2692-8205","","<a href='https://pubmed.ncbi.nlm.nih.gov/39713331' target='_blank' rel='noopener'>bioRxiv : the preprint server for biology</a>","bioRxiv","","eng","","11661208","39713331","2024 Dec 11","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11661208' target='_blank' rel='noopener'>Protein and DNA Conformational Changes Contribute to Specificity of Cre Recombinase.</a>","2024","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39713331&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank' rel='noopener'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11661208/' target='_blank' rel='noopener'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39713331' target='_blank' rel='noopener'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11661208/' target='_blank' rel='noopener'>Cited By, Google</a>"
"T32GM144293","Viral Recombination Section, HIV Dynamics and Replication Program, National Cancer Institute, Frederick, Maryland, USA.","Cheng, Zetao; Islam, Saiful; Kanlong, Joseph G; Sheppard, Madeline; Seo, Heewon; Nikolaitchik, Olga A; Kearse, Michael G; Pathak, Vinay K; Musier-Forsyth, Karin; Hu, Wei-Shau","United States","1098-5514","10","<a href='https://pubmed.ncbi.nlm.nih.gov/39315813' target='_blank' rel='noopener'>Journal of virology</a>","J Virol","98","eng","e0116024","11494990","39315813","2024 Oct 22","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11494990' target='_blank' rel='noopener'>Translation of HIV-1 unspliced RNA is regulated by 5' untranslated region structure.</a>","2024","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39315813&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank' rel='noopener'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11494990/' target='_blank' rel='noopener'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39315813' target='_blank' rel='noopener'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11494990/' target='_blank' rel='noopener'>Cited By, Google</a>"
"T32GM144293","Department of Physics, Northeastern University, Boston, MA 02115, USA.","Joshi, Joha; McCauley, Micah J; Morse, Michael; Muccio, Michael R; Kanlong, Joseph G; Rocha, Márcio S; Rouzina, Ioulia; Musier-Forsyth, Karin; Williams, Mark C","Switzerland","1422-0067","3","<a href='https://pubmed.ncbi.nlm.nih.gov/38338688' target='_blank' rel='noopener'>International journal of molecular sciences</a>","Int J Mol Sci","25","eng","","10855526","38338688","2024 Jan 24","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10855526' target='_blank' rel='noopener'>Mechanism of DNA Intercalation by Chloroquine Provides Insights into Toxicity.</a>","2024","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38338688&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank' rel='noopener'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10855526/' target='_blank' rel='noopener'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38338688' target='_blank' rel='noopener'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10855526/' target='_blank' rel='noopener'>Cited By, Google</a>"
"T32GM144293","Department of Biological Chemistry and Pharmacology, The Ohio State University, Columbus, OH, USA.","Rish, Anthony D; Fu, Tian-Min","United States","1545-9985","2","<a href='https://pubmed.ncbi.nlm.nih.gov/36721057' target='_blank' rel='noopener'>Nature structural & molecular biology</a>","Nat Struct Mol Biol","30","eng","126-128","11332594","36721057","2023 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11332594' target='_blank' rel='noopener'>CRISPR-Cas has a new juggling act: interplay between nuclease and protease.</a>","2023","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36721057&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank' rel='noopener'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11332594/' target='_blank' rel='noopener'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36721057' target='_blank' rel='noopener'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11332594/' target='_blank' rel='noopener'>Cited By, Google</a>"
"T32GM144293","The Ohio State Biochemistry Program, The Ohio State University, Columbus, OH, 43210, USA.","Rish, Anthony D; Shen, Zhangfei; Chen, Zhenhang; Zhang, Nan; Zheng, Qingfei; Fu, Tian-Min","England","2041-1723","1","<a href='https://pubmed.ncbi.nlm.nih.gov/37322069' target='_blank' rel='noopener'>Nature communications</a>","Nat Commun","14","eng","3549","10272136","37322069","2023 Jun 15","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10272136' target='_blank' rel='noopener'>Molecular mechanisms of Holliday junction branch migration catalyzed by an asymmetric RuvB hexamer.</a>","2023","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37322069&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank' rel='noopener'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10272136/' target='_blank' rel='noopener'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37322069' target='_blank' rel='noopener'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10272136/' target='_blank' rel='noopener'>Cited By, Google</a>"
""
""